,Outbreak,Country/Region,Province/State,Date,Confirmed,Country,Region,Population,Area (sq. mi.),Pop. Density (per sq. mi.),Coastline (coast/area ratio),Net migration,Infant mortality (per 1000 births),GDP ($ per capita),Literacy (%),Phones (per 1000),Arable (%),Crops (%),Other (%),Climate,Birthrate,Deathrate,Agriculture,Industry,Service,Confirmed_transformed,Month,Week,Confirmed_Lag_5,Confirmed_Transformed_Lag_5,Confirmed_Lag_4,Confirmed_Transformed_Lag_4,Confirmed_Lag_3,Confirmed_Transformed_Lag_3,Confirmed_Lag_2,Confirmed_Transformed_Lag_2,Confirmed_Lag_1,Confirmed_Transformed_Lag_1,Outbreak_enc,Country_enc,Region_enc
0,COVID_2019, Azerbaijan,Others,2020-02-28,1.0,Undefined,Others,,,,,,,,,,,,,,,,,,,5e-06,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9
1,COVID_2019,"('St. Martin',)",Others,2020-03-10,2.0,Undefined,Others,,,,,,,,,,,,,,,,,,,1e-05,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,9
2,COVID_2019,Afghanistan,Others,2020-02-24,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
3,COVID_2019,Afghanistan,Others,2020-02-25,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5e-06,0,2,0
4,COVID_2019,Afghanistan,Others,2020-02-26,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5e-06,1.0,5e-06,0,2,0
5,COVID_2019,Afghanistan,Others,2020-02-27,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,2,9,0.0,0.0,0.0,0.0,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
6,COVID_2019,Afghanistan,Others,2020-02-28,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,2,9,0.0,0.0,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
7,COVID_2019,Afghanistan,Others,2020-02-29,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,2,9,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
8,COVID_2019,Afghanistan,Others,2020-03-01,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,9,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
9,COVID_2019,Afghanistan,Others,2020-03-02,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,10,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
10,COVID_2019,Afghanistan,Others,2020-03-03,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,10,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
11,COVID_2019,Afghanistan,Others,2020-03-04,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,10,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
12,COVID_2019,Afghanistan,Others,2020-03-05,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,10,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
13,COVID_2019,Afghanistan,Others,2020-03-06,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,10,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
14,COVID_2019,Afghanistan,Others,2020-03-07,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,10,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
15,COVID_2019,Afghanistan,Others,2020-03-08,4.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",2e-05,3,10,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,2,0
16,COVID_2019,Afghanistan,Others,2020-03-09,4.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",2e-05,3,11,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,4.0,2e-05,0,2,0
17,COVID_2019,Afghanistan,Others,2020-03-10,5.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",2.5e-05,3,11,1.0,5e-06,1.0,5e-06,1.0,5e-06,4.0,2e-05,4.0,2e-05,0,2,0
18,COVID_2019,Afghanistan,Others,2020-03-11,7.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",3.5000000000000004e-05,3,11,1.0,5e-06,1.0,5e-06,4.0,2e-05,4.0,2e-05,5.0,2.5e-05,0,2,0
19,COVID_2019,Afghanistan,Others,2020-03-12,7.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",3.5000000000000004e-05,3,11,1.0,5e-06,4.0,2e-05,4.0,2e-05,5.0,2.5e-05,7.0,3.5000000000000004e-05,0,2,0
20,COVID_2019,Afghanistan,Others,2020-03-13,7.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",3.5000000000000004e-05,3,11,4.0,2e-05,4.0,2e-05,5.0,2.5e-05,7.0,3.5000000000000004e-05,7.0,3.5000000000000004e-05,0,2,0
21,COVID_2019,Afghanistan,Others,2020-03-14,11.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5.5e-05,3,11,4.0,2e-05,5.0,2.5e-05,7.0,3.5000000000000004e-05,7.0,3.5000000000000004e-05,7.0,3.5000000000000004e-05,0,2,0
22,COVID_2019,Afghanistan,Others,2020-03-15,16.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",8e-05,3,11,5.0,2.5e-05,7.0,3.5000000000000004e-05,7.0,3.5000000000000004e-05,7.0,3.5000000000000004e-05,11.0,5.5e-05,0,2,0
23,COVID_2019,Afghanistan,Others,2020-03-16,21.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.000105,3,12,7.0,3.5000000000000004e-05,7.0,3.5000000000000004e-05,7.0,3.5000000000000004e-05,11.0,5.5e-05,16.0,8e-05,0,2,0
24,COVID_2019,Afghanistan,Others,2020-03-17,22.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00011,3,12,7.0,3.5000000000000004e-05,7.0,3.5000000000000004e-05,11.0,5.5e-05,16.0,8e-05,21.0,0.000105,0,2,0
25,COVID_2019,Afghanistan,Others,2020-03-18,22.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00011,3,12,7.0,3.5000000000000004e-05,11.0,5.5e-05,16.0,8e-05,21.0,0.000105,22.0,0.00011,0,2,0
26,COVID_2019,Afghanistan,Others,2020-03-19,22.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00011,3,12,11.0,5.5e-05,16.0,8e-05,21.0,0.000105,22.0,0.00011,22.0,0.00011,0,2,0
27,COVID_2019,Afghanistan,Others,2020-03-20,24.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00012000000000000002,3,12,16.0,8e-05,21.0,0.000105,22.0,0.00011,22.0,0.00011,22.0,0.00011,0,2,0
28,COVID_2019,Afghanistan,Others,2020-03-21,24.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00012000000000000002,3,12,21.0,0.000105,22.0,0.00011,22.0,0.00011,22.0,0.00011,24.0,0.00012000000000000002,0,2,0
29,COVID_2019,Afghanistan,Others,2020-03-22,40.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.0002,3,12,22.0,0.00011,22.0,0.00011,22.0,0.00011,24.0,0.00012000000000000002,24.0,0.00012000000000000002,0,2,0
30,COVID_2019,Afghanistan,Others,2020-03-23,40.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.0002,3,13,22.0,0.00011,22.0,0.00011,24.0,0.00012000000000000002,24.0,0.00012000000000000002,40.0,0.0002,0,2,0
31,COVID_2019,Afghanistan,Others,2020-03-24,74.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00037000000000000005,3,13,22.0,0.00011,24.0,0.00012000000000000002,24.0,0.00012000000000000002,40.0,0.0002,40.0,0.0002,0,2,0
32,COVID_2019,Afghanistan,Others,2020-03-25,84.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00042,3,13,24.0,0.00012000000000000002,24.0,0.00012000000000000002,40.0,0.0002,40.0,0.0002,74.0,0.00037000000000000005,0,2,0
33,COVID_2019,Afghanistan,Others,2020-03-26,94.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00047000000000000004,3,13,24.0,0.00012000000000000002,40.0,0.0002,40.0,0.0002,74.0,0.00037000000000000005,84.0,0.00042,0,2,0
34,COVID_2019,Afghanistan,Others,2020-03-27,110.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00055,3,13,40.0,0.0002,40.0,0.0002,74.0,0.00037000000000000005,84.0,0.00042,94.0,0.00047000000000000004,0,2,0
35,COVID_2019,Afghanistan,Others,2020-03-28,110.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.00055,3,13,40.0,0.0002,74.0,0.00037000000000000005,84.0,0.00042,94.0,0.00047000000000000004,110.0,0.00055,0,2,0
36,COVID_2019,Afghanistan,Others,2020-03-29,120.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.0006000000000000001,3,13,74.0,0.00037000000000000005,84.0,0.00042,94.0,0.00047000000000000004,110.0,0.00055,110.0,0.00055,0,2,0
37,COVID_2019,Afghanistan,Others,2020-03-30,170.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.0008500000000000001,3,14,84.0,0.00042,94.0,0.00047000000000000004,110.0,0.00055,110.0,0.00055,120.0,0.0006000000000000001,0,2,0
38,COVID_2019,Afghanistan,Others,2020-03-31,174.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.0008700000000000001,3,14,94.0,0.00047000000000000004,110.0,0.00055,110.0,0.00055,120.0,0.0006000000000000001,170.0,0.0008500000000000001,0,2,0
39,COVID_2019,Afghanistan,Others,2020-04-01,237.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.001185,4,14,110.0,0.00055,110.0,0.00055,120.0,0.0006000000000000001,170.0,0.0008500000000000001,174.0,0.0008700000000000001,0,2,0
40,COVID_2019,Afghanistan,Others,2020-04-02,273.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.0013650000000000001,4,14,110.0,0.00055,120.0,0.0006000000000000001,170.0,0.0008500000000000001,174.0,0.0008700000000000001,237.0,0.001185,0,2,0
41,COVID_2019,Afghanistan,Others,2020-04-03,281.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.0014050000000000002,4,14,120.0,0.0006000000000000001,170.0,0.0008500000000000001,174.0,0.0008700000000000001,237.0,0.001185,273.0,0.0013650000000000001,0,2,0
42,COVID_2019,Afghanistan,Others,2020-04-04,299.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.001495,4,14,170.0,0.0008500000000000001,174.0,0.0008700000000000001,237.0,0.001185,273.0,0.0013650000000000001,281.0,0.0014050000000000002,0,2,0
43,COVID_2019,Afghanistan,Others,2020-04-05,349.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.0017450000000000002,4,14,174.0,0.0008700000000000001,237.0,0.001185,273.0,0.0013650000000000001,281.0,0.0014050000000000002,299.0,0.001495,0,2,0
44,COVID_2019,Afghanistan,Others,2020-04-06,367.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",0.001835,4,15,237.0,0.001185,273.0,0.0013650000000000001,281.0,0.0014050000000000002,299.0,0.001495,349.0,0.0017450000000000002,0,2,0
45,COVID_2019,Albania,Others,2020-03-09,2.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",1e-05,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3
46,COVID_2019,Albania,Others,2020-03-10,10.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",5e-05,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1e-05,0,3,3
47,COVID_2019,Albania,Others,2020-03-11,12.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",6.000000000000001e-05,3,11,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1e-05,10.0,5e-05,0,3,3
48,COVID_2019,Albania,Others,2020-03-12,23.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000115,3,11,0.0,0.0,0.0,0.0,2.0,1e-05,10.0,5e-05,12.0,6.000000000000001e-05,0,3,3
49,COVID_2019,Albania,Others,2020-03-13,33.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00016500000000000003,3,11,0.0,0.0,2.0,1e-05,10.0,5e-05,12.0,6.000000000000001e-05,23.0,0.000115,0,3,3
50,COVID_2019,Albania,Others,2020-03-14,38.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00019,3,11,2.0,1e-05,10.0,5e-05,12.0,6.000000000000001e-05,23.0,0.000115,33.0,0.00016500000000000003,0,3,3
51,COVID_2019,Albania,Others,2020-03-15,42.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00021,3,11,10.0,5e-05,12.0,6.000000000000001e-05,23.0,0.000115,33.0,0.00016500000000000003,38.0,0.00019,0,3,3
52,COVID_2019,Albania,Others,2020-03-16,51.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000255,3,12,12.0,6.000000000000001e-05,23.0,0.000115,33.0,0.00016500000000000003,38.0,0.00019,42.0,0.00021,0,3,3
53,COVID_2019,Albania,Others,2020-03-17,55.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000275,3,12,23.0,0.000115,33.0,0.00016500000000000003,38.0,0.00019,42.0,0.00021,51.0,0.000255,0,3,3
54,COVID_2019,Albania,Others,2020-03-18,59.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000295,3,12,33.0,0.00016500000000000003,38.0,0.00019,42.0,0.00021,51.0,0.000255,55.0,0.000275,0,3,3
55,COVID_2019,Albania,Others,2020-03-19,64.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00032,3,12,38.0,0.00019,42.0,0.00021,51.0,0.000255,55.0,0.000275,59.0,0.000295,0,3,3
56,COVID_2019,Albania,Others,2020-03-20,70.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00035000000000000005,3,12,42.0,0.00021,51.0,0.000255,55.0,0.000275,59.0,0.000295,64.0,0.00032,0,3,3
57,COVID_2019,Albania,Others,2020-03-21,76.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00038,3,12,51.0,0.000255,55.0,0.000275,59.0,0.000295,64.0,0.00032,70.0,0.00035000000000000005,0,3,3
58,COVID_2019,Albania,Others,2020-03-22,89.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00044500000000000003,3,12,55.0,0.000275,59.0,0.000295,64.0,0.00032,70.0,0.00035000000000000005,76.0,0.00038,0,3,3
59,COVID_2019,Albania,Others,2020-03-23,104.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.0005200000000000001,3,13,59.0,0.000295,64.0,0.00032,70.0,0.00035000000000000005,76.0,0.00038,89.0,0.00044500000000000003,0,3,3
60,COVID_2019,Albania,Others,2020-03-24,123.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.0006150000000000001,3,13,64.0,0.00032,70.0,0.00035000000000000005,76.0,0.00038,89.0,0.00044500000000000003,104.0,0.0005200000000000001,0,3,3
61,COVID_2019,Albania,Others,2020-03-25,146.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.0007300000000000001,3,13,70.0,0.00035000000000000005,76.0,0.00038,89.0,0.00044500000000000003,104.0,0.0005200000000000001,123.0,0.0006150000000000001,0,3,3
62,COVID_2019,Albania,Others,2020-03-26,174.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.0008700000000000001,3,13,76.0,0.00038,89.0,0.00044500000000000003,104.0,0.0005200000000000001,123.0,0.0006150000000000001,146.0,0.0007300000000000001,0,3,3
63,COVID_2019,Albania,Others,2020-03-27,186.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00093,3,13,89.0,0.00044500000000000003,104.0,0.0005200000000000001,123.0,0.0006150000000000001,146.0,0.0007300000000000001,174.0,0.0008700000000000001,0,3,3
64,COVID_2019,Albania,Others,2020-03-28,197.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000985,3,13,104.0,0.0005200000000000001,123.0,0.0006150000000000001,146.0,0.0007300000000000001,174.0,0.0008700000000000001,186.0,0.00093,0,3,3
65,COVID_2019,Albania,Others,2020-03-29,212.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.0010600000000000002,3,13,123.0,0.0006150000000000001,146.0,0.0007300000000000001,174.0,0.0008700000000000001,186.0,0.00093,197.0,0.000985,0,3,3
66,COVID_2019,Albania,Others,2020-03-30,223.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.001115,3,14,146.0,0.0007300000000000001,174.0,0.0008700000000000001,186.0,0.00093,197.0,0.000985,212.0,0.0010600000000000002,0,3,3
67,COVID_2019,Albania,Others,2020-03-31,243.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.0012150000000000002,3,14,174.0,0.0008700000000000001,186.0,0.00093,197.0,0.000985,212.0,0.0010600000000000002,223.0,0.001115,0,3,3
68,COVID_2019,Albania,Others,2020-04-01,259.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.0012950000000000001,4,14,186.0,0.00093,197.0,0.000985,212.0,0.0010600000000000002,223.0,0.001115,243.0,0.0012150000000000002,0,3,3
