,Outbreak,Country/Region,Province/State,Date,Confirmed,Country,Region,Population,Area (sq. mi.),Pop. Density (per sq. mi.),Coastline (coast/area ratio),Net migration,Infant mortality (per 1000 births),GDP ($ per capita),Literacy (%),Phones (per 1000),Arable (%),Crops (%),Other (%),Climate,Birthrate,Deathrate,Agriculture,Industry,Service,Confirmed_transformed,Month,Week,Confirmed_Lag_5,Confirmed_Transformed_Lag_5,Confirmed_Lag_4,Confirmed_Transformed_Lag_4,Confirmed_Lag_3,Confirmed_Transformed_Lag_3,Confirmed_Lag_2,Confirmed_Transformed_Lag_2,Confirmed_Lag_1,Confirmed_Transformed_Lag_1,Outbreak_enc,Country_enc,Region_enc
2683,COVID_2019,China,Heilongjiang,2020-02-04,155.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0007750000000000001,2,6,44.0,0.00022,59.0,0.000295,80.0,0.0004,95.0,0.00047500000000000005,121.0,0.0006050000000000001,0,43,0
2684,COVID_2019,China,Heilongjiang,2020-02-05,190.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0009500000000000001,2,6,59.0,0.000295,80.0,0.0004,95.0,0.00047500000000000005,121.0,0.0006050000000000001,155.0,0.0007750000000000001,0,43,0
2685,COVID_2019,China,Heilongjiang,2020-02-06,227.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0011350000000000002,2,6,80.0,0.0004,95.0,0.00047500000000000005,121.0,0.0006050000000000001,155.0,0.0007750000000000001,190.0,0.0009500000000000001,0,43,0
2686,COVID_2019,China,Heilongjiang,2020-02-07,277.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0013850000000000002,2,6,95.0,0.00047500000000000005,121.0,0.0006050000000000001,155.0,0.0007750000000000001,190.0,0.0009500000000000001,227.0,0.0011350000000000002,0,43,0
2687,COVID_2019,China,Heilongjiang,2020-02-08,295.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0014750000000000002,2,6,121.0,0.0006050000000000001,155.0,0.0007750000000000001,190.0,0.0009500000000000001,227.0,0.0011350000000000002,277.0,0.0013850000000000002,0,43,0
2688,COVID_2019,China,Heilongjiang,2020-02-09,307.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0015350000000000001,2,6,155.0,0.0007750000000000001,190.0,0.0009500000000000001,227.0,0.0011350000000000002,277.0,0.0013850000000000002,295.0,0.0014750000000000002,0,43,0
2689,COVID_2019,China,Heilongjiang,2020-02-10,331.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0016550000000000002,2,7,190.0,0.0009500000000000001,227.0,0.0011350000000000002,277.0,0.0013850000000000002,295.0,0.0014750000000000002,307.0,0.0015350000000000001,0,43,0
2690,COVID_2019,China,Heilongjiang,2020-02-11,360.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0018000000000000002,2,7,227.0,0.0011350000000000002,277.0,0.0013850000000000002,295.0,0.0014750000000000002,307.0,0.0015350000000000001,331.0,0.0016550000000000002,0,43,0
2691,COVID_2019,China,Heilongjiang,2020-02-12,378.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0018900000000000002,2,7,277.0,0.0013850000000000002,295.0,0.0014750000000000002,307.0,0.0015350000000000001,331.0,0.0016550000000000002,360.0,0.0018000000000000002,0,43,0
2692,COVID_2019,China,Heilongjiang,2020-02-13,395.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.001975,2,7,295.0,0.0014750000000000002,307.0,0.0015350000000000001,331.0,0.0016550000000000002,360.0,0.0018000000000000002,378.0,0.0018900000000000002,0,43,0
2693,COVID_2019,China,Heilongjiang,2020-02-14,419.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002095,2,7,307.0,0.0015350000000000001,331.0,0.0016550000000000002,360.0,0.0018000000000000002,378.0,0.0018900000000000002,395.0,0.001975,0,43,0
2694,COVID_2019,China,Heilongjiang,2020-02-15,425.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002125,2,7,331.0,0.0016550000000000002,360.0,0.0018000000000000002,378.0,0.0018900000000000002,395.0,0.001975,419.0,0.002095,0,43,0
2695,COVID_2019,China,Heilongjiang,2020-02-16,445.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002225,2,7,360.0,0.0018000000000000002,378.0,0.0018900000000000002,395.0,0.001975,419.0,0.002095,425.0,0.002125,0,43,0
2696,COVID_2019,China,Heilongjiang,2020-02-17,457.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002285,2,8,378.0,0.0018900000000000002,395.0,0.001975,419.0,0.002095,425.0,0.002125,445.0,0.002225,0,43,0
2697,COVID_2019,China,Heilongjiang,2020-02-18,464.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.00232,2,8,395.0,0.001975,419.0,0.002095,425.0,0.002125,445.0,0.002225,457.0,0.002285,0,43,0
2698,COVID_2019,China,Heilongjiang,2020-02-19,470.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.00235,2,8,419.0,0.002095,425.0,0.002125,445.0,0.002225,457.0,0.002285,464.0,0.00232,0,43,0
2699,COVID_2019,China,Heilongjiang,2020-02-20,476.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.00238,2,8,425.0,0.002125,445.0,0.002225,457.0,0.002285,464.0,0.00232,470.0,0.00235,0,43,0
2700,COVID_2019,China,Heilongjiang,2020-02-21,479.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002395,2,8,445.0,0.002225,457.0,0.002285,464.0,0.00232,470.0,0.00235,476.0,0.00238,0,43,0
2701,COVID_2019,China,Heilongjiang,2020-02-22,479.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002395,2,8,457.0,0.002285,464.0,0.00232,470.0,0.00235,476.0,0.00238,479.0,0.002395,0,43,0
2702,COVID_2019,China,Heilongjiang,2020-02-23,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,2,8,464.0,0.00232,470.0,0.00235,476.0,0.00238,479.0,0.002395,479.0,0.002395,0,43,0
2703,COVID_2019,China,Heilongjiang,2020-02-24,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,2,9,470.0,0.00235,476.0,0.00238,479.0,0.002395,479.0,0.002395,480.0,0.0024000000000000002,0,43,0
2704,COVID_2019,China,Heilongjiang,2020-02-25,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,2,9,476.0,0.00238,479.0,0.002395,479.0,0.002395,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2705,COVID_2019,China,Heilongjiang,2020-02-26,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,2,9,479.0,0.002395,479.0,0.002395,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2706,COVID_2019,China,Heilongjiang,2020-02-27,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,2,9,479.0,0.002395,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2707,COVID_2019,China,Heilongjiang,2020-02-28,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,2,9,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2708,COVID_2019,China,Heilongjiang,2020-02-29,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,2,9,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2709,COVID_2019,China,Heilongjiang,2020-03-01,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,3,9,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2710,COVID_2019,China,Heilongjiang,2020-03-02,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,3,10,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2711,COVID_2019,China,Heilongjiang,2020-03-03,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,3,10,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2712,COVID_2019,China,Heilongjiang,2020-03-04,480.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024000000000000002,3,10,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2713,COVID_2019,China,Heilongjiang,2020-03-05,481.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002405,3,10,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,0,43,0
2714,COVID_2019,China,Heilongjiang,2020-03-06,481.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002405,3,10,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,481.0,0.002405,0,43,0
2715,COVID_2019,China,Heilongjiang,2020-03-07,481.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002405,3,10,480.0,0.0024000000000000002,480.0,0.0024000000000000002,480.0,0.0024000000000000002,481.0,0.002405,481.0,0.002405,0,43,0
2716,COVID_2019,China,Heilongjiang,2020-03-08,481.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002405,3,10,480.0,0.0024000000000000002,480.0,0.0024000000000000002,481.0,0.002405,481.0,0.002405,481.0,0.002405,0,43,0
2717,COVID_2019,China,Heilongjiang,2020-03-09,481.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002405,3,11,480.0,0.0024000000000000002,481.0,0.002405,481.0,0.002405,481.0,0.002405,481.0,0.002405,0,43,0
2718,COVID_2019,China,Heilongjiang,2020-03-10,481.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002405,3,11,481.0,0.002405,481.0,0.002405,481.0,0.002405,481.0,0.002405,481.0,0.002405,0,43,0
2719,COVID_2019,China,Heilongjiang,2020-03-11,482.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024100000000000002,3,11,481.0,0.002405,481.0,0.002405,481.0,0.002405,481.0,0.002405,481.0,0.002405,0,43,0
2720,COVID_2019,China,Heilongjiang,2020-03-12,482.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024100000000000002,3,11,481.0,0.002405,481.0,0.002405,481.0,0.002405,481.0,0.002405,482.0,0.0024100000000000002,0,43,0
2721,COVID_2019,China,Heilongjiang,2020-03-13,482.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024100000000000002,3,11,481.0,0.002405,481.0,0.002405,481.0,0.002405,482.0,0.0024100000000000002,482.0,0.0024100000000000002,0,43,0
2722,COVID_2019,China,Heilongjiang,2020-03-14,482.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024100000000000002,3,11,481.0,0.002405,481.0,0.002405,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,0,43,0
2723,COVID_2019,China,Heilongjiang,2020-03-15,482.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024100000000000002,3,11,481.0,0.002405,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,0,43,0
2724,COVID_2019,China,Heilongjiang,2020-03-16,482.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024100000000000002,3,12,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,0,43,0
2725,COVID_2019,China,Heilongjiang,2020-03-17,482.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024100000000000002,3,12,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,0,43,0
2726,COVID_2019,China,Heilongjiang,2020-03-18,482.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024100000000000002,3,12,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,0,43,0
2727,COVID_2019,China,Heilongjiang,2020-03-19,483.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002415,3,12,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,0,43,0
2728,COVID_2019,China,Heilongjiang,2020-03-20,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,12,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,483.0,0.002415,0,43,0
2729,COVID_2019,China,Heilongjiang,2020-03-21,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,12,482.0,0.0024100000000000002,482.0,0.0024100000000000002,482.0,0.0024100000000000002,483.0,0.002415,484.0,0.0024200000000000003,0,43,0
2730,COVID_2019,China,Heilongjiang,2020-03-22,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,12,482.0,0.0024100000000000002,482.0,0.0024100000000000002,483.0,0.002415,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2731,COVID_2019,China,Heilongjiang,2020-03-23,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,13,482.0,0.0024100000000000002,483.0,0.002415,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2732,COVID_2019,China,Heilongjiang,2020-03-24,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,13,483.0,0.002415,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2733,COVID_2019,China,Heilongjiang,2020-03-25,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,13,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2734,COVID_2019,China,Heilongjiang,2020-03-26,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,13,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2735,COVID_2019,China,Heilongjiang,2020-03-27,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,13,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2736,COVID_2019,China,Heilongjiang,2020-03-28,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,13,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2737,COVID_2019,China,Heilongjiang,2020-03-29,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,13,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2738,COVID_2019,China,Heilongjiang,2020-03-30,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,14,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2739,COVID_2019,China,Heilongjiang,2020-03-31,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,3,14,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2740,COVID_2019,China,Heilongjiang,2020-04-01,484.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024200000000000003,4,14,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2741,COVID_2019,China,Heilongjiang,2020-04-02,488.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0024400000000000003,4,14,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,0,43,0
2742,COVID_2019,China,Heilongjiang,2020-04-03,489.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002445,4,14,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,488.0,0.0024400000000000003,0,43,0
2743,COVID_2019,China,Heilongjiang,2020-04-04,491.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.002455,4,14,484.0,0.0024200000000000003,484.0,0.0024200000000000003,484.0,0.0024200000000000003,488.0,0.0024400000000000003,489.0,0.002445,0,43,0
2744,COVID_2019,China,Heilongjiang,2020-04-05,504.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.00252,4,14,484.0,0.0024200000000000003,484.0,0.0024200000000000003,488.0,0.0024400000000000003,489.0,0.002445,491.0,0.002455,0,43,0
2745,COVID_2019,China,Heilongjiang,2020-04-06,524.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",0.0026200000000000004,4,15,484.0,0.0024200000000000003,488.0,0.0024400000000000003,489.0,0.002445,491.0,0.002455,504.0,0.00252,0,43,0
2746,COVID_2019,China,Henan,2020-01-22,5.0,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35","1,5","13,25","6,97","0,125","0,473","0,403",2.5e-05,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43,0
