,Outbreak,Country/Region,Province/State,Date,Recovered,Country,Region,Population,Area (sq. mi.),Pop. Density (per sq. mi.),Coastline (coast/area ratio),Net migration,Infant mortality (per 1000 births),GDP ($ per capita),Literacy (%),Phones (per 1000),Arable (%),Crops (%),Other (%),Climate,Birthrate,Deathrate,Agriculture,Industry,Service,Recovered_transformed,Month,Week,Recovered_Lag_5,Recovered_Transformed_Lag_5,Recovered_Lag_4,Recovered_Transformed_Lag_4,Recovered_Lag_3,Recovered_Transformed_Lag_3,Recovered_Lag_2,Recovered_Transformed_Lag_2,Recovered_Lag_1,Recovered_Transformed_Lag_1,Outbreak_enc,Country_enc,Region_enc
0,COVID_2019,Afghanistan,all,2020-03-16,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,COVID_2019,Afghanistan,all,2020-03-17,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5e-06,0,0,0
2,COVID_2019,Afghanistan,all,2020-03-18,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5e-06,1.0,5e-06,0,0,0
3,COVID_2019,Afghanistan,all,2020-03-19,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,12,0.0,0.0,0.0,0.0,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,0,0
4,COVID_2019,Afghanistan,all,2020-03-20,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,12,0.0,0.0,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,0,0
5,COVID_2019,Afghanistan,all,2020-03-21,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,12,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,0,0
6,COVID_2019,Afghanistan,all,2020-03-22,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,12,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,0,0
7,COVID_2019,Afghanistan,all,2020-03-23,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,13,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,0,0
8,COVID_2019,Afghanistan,all,2020-03-24,1.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-06,3,13,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,0,0
9,COVID_2019,Afghanistan,all,2020-03-25,2.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",1e-05,3,13,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,0,0
10,COVID_2019,Afghanistan,all,2020-03-26,2.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",1e-05,3,13,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,2.0,1e-05,0,0,0
11,COVID_2019,Afghanistan,all,2020-03-27,2.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",1e-05,3,13,1.0,5e-06,1.0,5e-06,1.0,5e-06,2.0,1e-05,2.0,1e-05,0,0,0
12,COVID_2019,Afghanistan,all,2020-03-28,2.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",1e-05,3,13,1.0,5e-06,1.0,5e-06,2.0,1e-05,2.0,1e-05,2.0,1e-05,0,0,0
13,COVID_2019,Afghanistan,all,2020-03-29,2.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",1e-05,3,13,1.0,5e-06,2.0,1e-05,2.0,1e-05,2.0,1e-05,2.0,1e-05,0,0,0
14,COVID_2019,Afghanistan,all,2020-03-30,2.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",1e-05,3,14,2.0,1e-05,2.0,1e-05,2.0,1e-05,2.0,1e-05,2.0,1e-05,0,0,0
15,COVID_2019,Afghanistan,all,2020-03-31,5.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",2.5e-05,3,14,2.0,1e-05,2.0,1e-05,2.0,1e-05,2.0,1e-05,2.0,1e-05,0,0,0
16,COVID_2019,Afghanistan,all,2020-04-01,5.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",2.5e-05,4,14,2.0,1e-05,2.0,1e-05,2.0,1e-05,2.0,1e-05,5.0,2.5e-05,0,0,0
17,COVID_2019,Afghanistan,all,2020-04-02,10.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-05,4,14,2.0,1e-05,2.0,1e-05,2.0,1e-05,5.0,2.5e-05,5.0,2.5e-05,0,0,0
18,COVID_2019,Afghanistan,all,2020-04-03,10.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-05,4,14,2.0,1e-05,2.0,1e-05,5.0,2.5e-05,5.0,2.5e-05,10.0,5e-05,0,0,0
19,COVID_2019,Afghanistan,all,2020-04-04,10.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",5e-05,4,14,2.0,1e-05,5.0,2.5e-05,5.0,2.5e-05,10.0,5e-05,10.0,5e-05,0,0,0
20,COVID_2019,Afghanistan,all,2020-04-05,15.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",7.500000000000001e-05,4,14,5.0,2.5e-05,5.0,2.5e-05,10.0,5e-05,10.0,5e-05,10.0,5e-05,0,0,0
21,COVID_2019,Afghanistan,all,2020-04-06,18.0,Afghanistan,ASIA (EX. NEAR EAST)         ,31056997.0,647500.0,"48,0","0,00","23,06","163,07",700.0,"36,0","3,2","12,13","0,22","87,65",1,"46,6","20,34","0,38","0,24","0,38",9e-05,4,15,5.0,2.5e-05,10.0,5e-05,10.0,5e-05,10.0,5e-05,15.0,7.500000000000001e-05,0,0,0
22,COVID_2019,Albania,all,2020-03-21,2.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",1e-05,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3
23,COVID_2019,Albania,all,2020-03-22,2.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",1e-05,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1e-05,0,1,3
24,COVID_2019,Albania,all,2020-03-23,2.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",1e-05,3,13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1e-05,2.0,1e-05,0,1,3
25,COVID_2019,Albania,all,2020-03-24,10.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",5e-05,3,13,0.0,0.0,0.0,0.0,2.0,1e-05,2.0,1e-05,2.0,1e-05,0,1,3
26,COVID_2019,Albania,all,2020-03-25,17.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",8.5e-05,3,13,0.0,0.0,2.0,1e-05,2.0,1e-05,2.0,1e-05,10.0,5e-05,0,1,3
27,COVID_2019,Albania,all,2020-03-26,17.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",8.5e-05,3,13,2.0,1e-05,2.0,1e-05,2.0,1e-05,10.0,5e-05,17.0,8.5e-05,0,1,3
28,COVID_2019,Albania,all,2020-03-27,31.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000155,3,13,2.0,1e-05,2.0,1e-05,10.0,5e-05,17.0,8.5e-05,17.0,8.5e-05,0,1,3
29,COVID_2019,Albania,all,2020-03-28,31.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000155,3,13,2.0,1e-05,10.0,5e-05,17.0,8.5e-05,17.0,8.5e-05,31.0,0.000155,0,1,3
30,COVID_2019,Albania,all,2020-03-29,33.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00016500000000000003,3,13,10.0,5e-05,17.0,8.5e-05,17.0,8.5e-05,31.0,0.000155,31.0,0.000155,0,1,3
31,COVID_2019,Albania,all,2020-03-30,44.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00022,3,14,17.0,8.5e-05,17.0,8.5e-05,31.0,0.000155,31.0,0.000155,33.0,0.00016500000000000003,0,1,3
32,COVID_2019,Albania,all,2020-03-31,52.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00026000000000000003,3,14,17.0,8.5e-05,31.0,0.000155,31.0,0.000155,33.0,0.00016500000000000003,44.0,0.00022,0,1,3
33,COVID_2019,Albania,all,2020-04-01,67.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000335,4,14,31.0,0.000155,31.0,0.000155,33.0,0.00016500000000000003,44.0,0.00022,52.0,0.00026000000000000003,0,1,3
34,COVID_2019,Albania,all,2020-04-02,76.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00038,4,14,31.0,0.000155,33.0,0.00016500000000000003,44.0,0.00022,52.0,0.00026000000000000003,67.0,0.000335,0,1,3
35,COVID_2019,Albania,all,2020-04-03,89.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00044500000000000003,4,14,33.0,0.00016500000000000003,44.0,0.00022,52.0,0.00026000000000000003,67.0,0.000335,76.0,0.00038,0,1,3
36,COVID_2019,Albania,all,2020-04-04,99.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.000495,4,14,44.0,0.00022,52.0,0.00026000000000000003,67.0,0.000335,76.0,0.00038,89.0,0.00044500000000000003,0,1,3
37,COVID_2019,Albania,all,2020-04-05,104.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.0005200000000000001,4,14,52.0,0.00026000000000000003,67.0,0.000335,76.0,0.00038,89.0,0.00044500000000000003,99.0,0.000495,0,1,3
38,COVID_2019,Albania,all,2020-04-06,116.0,Albania,EASTERN EUROPE                     ,3581655.0,28748.0,"124,6","1,26","-4,93","21,52",4500.0,"86,5","71,2","21,09","4,42","74,49",3,"15,11","5,22","0,232","0,188","0,579",0.00058,4,15,67.0,0.000335,76.0,0.00038,89.0,0.00044500000000000003,99.0,0.000495,104.0,0.0005200000000000001,0,1,3
39,COVID_2019,Algeria,all,2020-03-12,8.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",4e-05,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,6
40,COVID_2019,Algeria,all,2020-03-13,8.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",4e-05,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4e-05,0,2,6
41,COVID_2019,Algeria,all,2020-03-14,12.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",6.000000000000001e-05,3,11,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4e-05,8.0,4e-05,0,2,6
42,COVID_2019,Algeria,all,2020-03-15,12.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",6.000000000000001e-05,3,11,0.0,0.0,0.0,0.0,8.0,4e-05,8.0,4e-05,12.0,6.000000000000001e-05,0,2,6
43,COVID_2019,Algeria,all,2020-03-16,12.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",6.000000000000001e-05,3,12,0.0,0.0,8.0,4e-05,8.0,4e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,0,2,6
44,COVID_2019,Algeria,all,2020-03-17,12.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",6.000000000000001e-05,3,12,8.0,4e-05,8.0,4e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,0,2,6
45,COVID_2019,Algeria,all,2020-03-18,12.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",6.000000000000001e-05,3,12,8.0,4e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,0,2,6
46,COVID_2019,Algeria,all,2020-03-19,32.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00016,3,12,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,0,2,6
47,COVID_2019,Algeria,all,2020-03-20,32.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00016,3,12,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,32.0,0.00016,0,2,6
48,COVID_2019,Algeria,all,2020-03-21,32.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00016,3,12,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,32.0,0.00016,32.0,0.00016,0,2,6
49,COVID_2019,Algeria,all,2020-03-22,65.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00032500000000000004,3,12,12.0,6.000000000000001e-05,12.0,6.000000000000001e-05,32.0,0.00016,32.0,0.00016,32.0,0.00016,0,2,6
50,COVID_2019,Algeria,all,2020-03-23,65.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00032500000000000004,3,13,12.0,6.000000000000001e-05,32.0,0.00016,32.0,0.00016,32.0,0.00016,65.0,0.00032500000000000004,0,2,6
51,COVID_2019,Algeria,all,2020-03-24,24.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00012000000000000002,3,13,32.0,0.00016,32.0,0.00016,32.0,0.00016,65.0,0.00032500000000000004,65.0,0.00032500000000000004,0,2,6
52,COVID_2019,Algeria,all,2020-03-25,65.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00032500000000000004,3,13,32.0,0.00016,32.0,0.00016,65.0,0.00032500000000000004,65.0,0.00032500000000000004,24.0,0.00012000000000000002,0,2,6
53,COVID_2019,Algeria,all,2020-03-26,29.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.000145,3,13,32.0,0.00016,65.0,0.00032500000000000004,65.0,0.00032500000000000004,24.0,0.00012000000000000002,65.0,0.00032500000000000004,0,2,6
54,COVID_2019,Algeria,all,2020-03-27,29.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.000145,3,13,65.0,0.00032500000000000004,65.0,0.00032500000000000004,24.0,0.00012000000000000002,65.0,0.00032500000000000004,29.0,0.000145,0,2,6
55,COVID_2019,Algeria,all,2020-03-28,31.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.000155,3,13,65.0,0.00032500000000000004,24.0,0.00012000000000000002,65.0,0.00032500000000000004,29.0,0.000145,29.0,0.000145,0,2,6
56,COVID_2019,Algeria,all,2020-03-29,31.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.000155,3,13,24.0,0.00012000000000000002,65.0,0.00032500000000000004,29.0,0.000145,29.0,0.000145,31.0,0.000155,0,2,6
57,COVID_2019,Algeria,all,2020-03-30,37.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00018500000000000002,3,14,65.0,0.00032500000000000004,29.0,0.000145,29.0,0.000145,31.0,0.000155,31.0,0.000155,0,2,6
58,COVID_2019,Algeria,all,2020-03-31,46.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00023,3,14,29.0,0.000145,29.0,0.000145,31.0,0.000155,31.0,0.000155,37.0,0.00018500000000000002,0,2,6
59,COVID_2019,Algeria,all,2020-04-01,61.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00030500000000000004,4,14,29.0,0.000145,31.0,0.000155,31.0,0.000155,37.0,0.00018500000000000002,46.0,0.00023,0,2,6
60,COVID_2019,Algeria,all,2020-04-02,61.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00030500000000000004,4,14,31.0,0.000155,31.0,0.000155,37.0,0.00018500000000000002,46.0,0.00023,61.0,0.00030500000000000004,0,2,6
61,COVID_2019,Algeria,all,2020-04-03,62.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00031,4,14,31.0,0.000155,37.0,0.00018500000000000002,46.0,0.00023,61.0,0.00030500000000000004,61.0,0.00030500000000000004,0,2,6
62,COVID_2019,Algeria,all,2020-04-04,90.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00045000000000000004,4,14,37.0,0.00018500000000000002,46.0,0.00023,61.0,0.00030500000000000004,61.0,0.00030500000000000004,62.0,0.00031,0,2,6
63,COVID_2019,Algeria,all,2020-04-05,90.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00045000000000000004,4,14,46.0,0.00023,61.0,0.00030500000000000004,61.0,0.00030500000000000004,62.0,0.00031,90.0,0.00045000000000000004,0,2,6
64,COVID_2019,Algeria,all,2020-04-06,90.0,Algeria,NORTHERN AFRICA                    ,32930091.0,2381740.0,"13,8","0,04","-0,39",31,6000.0,"70,0","78,1","3,22","0,25","96,53",1,"17,14","4,61","0,101","0,6","0,298",0.00045000000000000004,4,15,61.0,0.00030500000000000004,61.0,0.00030500000000000004,62.0,0.00031,90.0,0.00045000000000000004,90.0,0.00045000000000000004,0,2,6
65,COVID_2019,Andorra,all,2020-03-12,1.0,Andorra,WESTERN EUROPE                     ,71201.0,468.0,"152,1","0,00","6,6","4,05",19000.0,"100,0","497,2","2,22",0,"97,78",3,"8,71","6,25",,,,5e-06,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,11
66,COVID_2019,Andorra,all,2020-03-14,1.0,Andorra,WESTERN EUROPE                     ,71201.0,468.0,"152,1","0,00","6,6","4,05",19000.0,"100,0","497,2","2,22",0,"97,78",3,"8,71","6,25",,,,5e-06,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5e-06,0,3,11
67,COVID_2019,Andorra,all,2020-03-15,1.0,Andorra,WESTERN EUROPE                     ,71201.0,468.0,"152,1","0,00","6,6","4,05",19000.0,"100,0","497,2","2,22",0,"97,78",3,"8,71","6,25",,,,5e-06,3,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5e-06,1.0,5e-06,0,3,11
68,COVID_2019,Andorra,all,2020-03-16,1.0,Andorra,WESTERN EUROPE                     ,71201.0,468.0,"152,1","0,00","6,6","4,05",19000.0,"100,0","497,2","2,22",0,"97,78",3,"8,71","6,25",,,,5e-06,3,12,0.0,0.0,0.0,0.0,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,3,11
69,COVID_2019,Andorra,all,2020-03-17,1.0,Andorra,WESTERN EUROPE                     ,71201.0,468.0,"152,1","0,00","6,6","4,05",19000.0,"100,0","497,2","2,22",0,"97,78",3,"8,71","6,25",,,,5e-06,3,12,0.0,0.0,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,3,11
70,COVID_2019,Andorra,all,2020-03-18,1.0,Andorra,WESTERN EUROPE                     ,71201.0,468.0,"152,1","0,00","6,6","4,05",19000.0,"100,0","497,2","2,22",0,"97,78",3,"8,71","6,25",,,,5e-06,3,12,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,1.0,5e-06,0,3,11
